"Number","Name","Nickname","Correspondence language","Address","Address addon","ZIP / Postal code","City","State","Country","Phone","Category","Currency","Payment method","Comment for student record","Tax number","Web","Groups","Active","First name","Surname","E-mail","Commission category","Terms of payments","Cancellation category","Created by","Created","Updated by","Updated on"
"","Go to London","Go to London","English","AV. Padre Almir Neves de Medeiros, 120","","38701-118","Patos de Minas-MG","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Go2world Education Center","Go2World","English","","","","","","Taiwan","","Travel agent","","Net prior to arrival","","","","","Yes","Joanne","Chu","teacher2007tw@gmail.com","27.5% Courses","","","Gill, Paul","06/11/2018","","10/05/2022"
"","GoLearn","GoLearn","English","Unit 4044 Citywest Business Campus,","","","Naas Road, Dublin 24","","Ireland","","Travel agent","€","Net prior to arrival","","","https://www.golearnagency.com/","2. Active Engaged","Yes","Paul","Moroney","paul@bookalanguageschool.com","25% All Courses","","","Team, ULearn","07/06/2018","","01/12/2022"
"","GoMappEd","GoMappEd","English","Cruagh Court,","Stepaside","","Dublin 18","","Ireland","+353 87 330 8715","Website","","Net prior to arrival","","","https://gomapped.com","3. Gone Quiet","Yes","Yuxin","Wang","yuxin.wang@gomapped.com","15% All Courses","","","Gill, Paul","16/11/2017","","10/05/2022"
"","Good News Language Services","Good News","English","Carretera de Teror 44","",35018,"Las Palmas de Gran Canaria","","Spain","+34928 672601","Foreign School","","Net prior to arrival","","","","","Yes","Emili","Calamita","goodnewslanguageservices@gmail.com","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Team, ULearn","07/06/2019","","10/05/2022"
"","GrowPro Experience","GrowPro","English","CI Almirante Cadarso 26,","",46005,"Valencia","","Spain","+34 687 627 571","Travel agent","€","Net prior to arrival","","","https://growproexperience.com/","New agents 2020","Yes","Sol","Menendez","sol.menendez@growproexperience.com","25% All Courses","","","Team, ULearn","26/09/2022","","04/01/2024"
"","GX High Education","GX High Education","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Hansa Tours","Hansa Tours","English","Ave. Bosques del Valle 106 - 2 Col Bosques del Valle","",66250,"San Pedro Garza Garcia,","N.L.","Mexico","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Heartland Intercambio","Heartland Intercambio","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Hello Ireland Student Recruitment Agency","Furkan Guc","English","27 Killmore Avenue, Artane Dublin 5","","","Dublin","","Ireland",+353899802727,"Travel agent","€","Net prior to arrival","","","https://www.helloireland.ie/","2. Active Engaged","Yes","Furkan","Guc","sales@helloireland.ie","25% All Courses","Partner Pay Terms - Course & Accomm","","Team, Accounts","11/12/2024","","11/12/2024"
"","Hello Irlanda","Hello Irlanda","English","","","","","","Argentina","","Travel agent","€","Net prior to arrival","","","http://www.helloirlanda.com/en/","","Yes","","","","10% All courses","","","Gill, Paul","23/03/2017","","10/05/2022"
"","Henan Aiao Education Consulting Co., Ltd.","Henan Aiao","English","Room 1117, Unit 1, Building 1, Guihe Sega, Hanxing Road,","","","Kaifeng City, Henan Province","Demonstration Zone","China","","Travel agent","€","Net prior to arrival","","","","2. Active Engaged","Yes","","","","22.5% All Courses","Partner Pay Terms - Course & Accomm","","Team, Accounts","02/12/2024","","02/12/2024"
"","Hiberno English","Hiberno English","English","Carrer Torras i Bages 2 B local 3","","","08201 Sabadell (Barcelona)","","Spain","","Travel agent","","Net prior to arrival","","","","","Yes","Mar","Vinuesa","mar@hibernoenglish.com","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Holingo","Holingo","English","","","","","","France","+33 4 13 41 96 31","Website","","Net prior to arrival","","","www.holingo.com/","7. Inactive","Yes","Aisling","Cronin","school@holingo.com","25% All Courses","","","Gill, Paul","05/10/2018","","10/05/2022"
"","HOTEL EMPLOYEE","HOTEL","English","","","","","","","","","","Gross prior to arrival","","","","","Yes","","","","","","","Gill, Paul","12/09/2017","","10/05/2022"
"","Hsinfei Study","Hsinfei","English","2F., No. 16, Sec. 1, Dongda Rd., East Dist","","","Hsinchu City 300","","Taiwan","+886 3 562 5007","Travel agent","€","Net prior to arrival","","","https://www.hsinfei.com/","New agents 2020","Yes","Jessy","Tien Shih Kao","sales@hsinfei.com","22% All Courses","","","Team, Partners","13/06/2024","","13/06/2024"
"","Huixing Xiaoou Education Consulting","Huixing Xiaoou Education","English","C48 Yitong East Road, Fengtai District","","","Beijing","","China",+864006889632,"Travel agent","€","Net prior to arrival","","","","","Yes","Tina","Li","tina@xiaoou.cc","22.5% All Courses","Student Pay Terms","","Team, Partners","12/02/2025","","12/02/2025"
"","i3 Education","i3 Education","English","Av. Pres. Vargas, 3131 - 6º andar - Centro","","20020-010","Rio de Janeiro","RJ","Brazil","","Travel agent","€","Net prior to arrival","","","","7. Inactive","Yes","Thiago","Cupollilo","adm@i3education.com.br","25% All Courses","","","Gill, Paul","14/06/2017","","10/05/2022"
"","ICES TURKEY","ICES","English","","","","","","Turkey","","Travel agent","","Net prior to arrival","","","www.icesturkey.com","","Yes","Yesim","Sertcan","yesim@icesturkey.com","27.5% Courses","","","Gill, Paul","20/11/2018","","10/05/2022"
"","Idiomas 4U","Idiomas 4U","English","C/ Violeta Parra 1, posterior","Getafe",28903,"Madrid","","Spain","","Travel agent","","Net prior to arrival","","","www.idiomas4u.com","3. Gone Quiet","Yes","","","","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Idiomas Watson","Idiomas Watson","English","","","","","","Spain","+34 902 88 62 87","Travel agent","","Net prior to arrival","","","www.idiomaswatson.com","7. Inactive","Yes","Somhairle","Watson","cursos@idiomaswatson.com","20% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Idream Study","Idream","English","33 Rose Lane, Melbourne, VIC 3000","","","","","","","","€","Net prior to arrival","","","","2. Active Engaged","Yes","","","","25% All Courses","","","Team, Partners","18/09/2025","","18/09/2025"
"","IEUM UHAK","IEUM UHAK","English","17 Jervis Place,","","","Dublin 1","Ireland","South Korea","Ireland: 087 353 1873 Korea: +82 109 281 0353 Malta: +356 9975 7927","Travel agent","€","Net prior to arrival","","","http://cafe.naver.com/ieumuhak","2. Active Engaged","Yes","Eric","Lee","ieum_eric@naver.com","24% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","IH Travel Hungary","IH Travel Hungary","English","I. Vérmezo u. 4.","","H-1012","Budapest","","Hungary","","Travel agent","","Net prior to arrival","","","travel.ih.hu","3. Gone Quiet","Yes","","","","23% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Infinity Group Education","Infinity","English","Unit 026 Level 24/570 Bourke st","",3000,"Melbourne","","Australia","+61 423 771 601","Travel agent","€","Net prior to arrival","","","https://www.infinitygroupedu.com.au/","New agents 2020","Yes","Karol","Pineda","ximena@infinityge.co","22% All Courses","","","Team, Partners","21/08/2024","","21/08/2024"
"","Ingles en Irlanda","IEI","English","Av Beethoven 5570A","","Col. La Estancia","","","",+353838602276,"Travel agent","€","Net prior to arrival","","","","","Yes","Jonatan","Sanchez Abarca","jonatan@inglesenirlanda.mx","20% All Courses","","","Team, Accounts","02/09/2020","","10/05/2022"
"","Ingles y Punto LTD","Ingles y Punto","English","Calle Azarbe 7, Urb el Chorrico","Molina del Segura","","Murcia","","Spain","+34687 542 997","Travel agent","€","Net prior to arrival","","","https://inglesypunto.com/","New agents 2020","Yes","Belen","Andreu Soriano","belen@inglesypunto.com","20% All Courses","","","Team, Accounts","24/09/2020","","10/05/2022"
"","Insight-Lingua","Insight","English","Dolgorukovskaya str., 15 build.1, k.2","",127006,"Moscow","Moscow","Russia","","Travel agent","","Net prior to arrival","","","www.i-l.ru","3. Gone Quiet","Yes","","","","","","","Gill, Paul","10/10/2017","","10/05/2022"
"","Integra London","Integra London","English","240 Portobello Road","","W11 1LL","London","","United Kingdom","","Travel agent","","Net prior to arrival","","","www.integra-london.com","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Intercambiano","Intercambiano","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","www.intercambiano.com","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Intercambio de Ingles","Intercambio de Ingles","English","Rua José Versolato, 111, Sala 707 - Edif. Domo Business","","","Sao Paulo","","Brazil","","Travel agent","","Net prior to arrival","","","","","Yes","Pamela","Moraes","operacional@intercambiodeingles.com.br","10% All courses","","","Team, Partners","11/11/2016","","10/05/2022"
"","Intercâmbio Expert","Interc. Expert","English","66 Camden Street Lower","","Dublin 2","","","Ireland","","Travel agent","","Net prior to arrival","","","","","Yes","Fabio","Federice","fabio@intercambio.expert","25% All Courses","","","Team, ULearn","29/11/2017","","10/05/2022"
"","Intercambio para Brasileiros","Intercambio para Brasileiros","English","IPB Intercâmbio | Head Office Av.","","Lins de Vasconcelos, 1977 Aclimação,","São Paulo - SP","","Brazil","","Travel agent","","Net prior to arrival","","","","","Yes","Amanda","Lemos","bookings@ipbintercambio.com.br","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Intercontinental Education Company","Intercontinental Education Company","English","77 Ba Trieu Street","Pham Ngu Lao award","","Hai Duong City","","Vietnam",834556898,"Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Lan","Ngo","ausviet2000@yahoo.com.au","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","International Language School S.r.l., Divisione British School Roma Centro","ILS Roma","English","Via Tibullo 16","",00193,"Roma","","Italy","","Travel agent","€","Net prior to arrival","","","","6. Inactive Propect","Yes","Beatrice","Spaziani","viaggistudio@ils-roma.it","25% All Courses","","","Team, Partners","12/09/2017","","10/05/2022"
"","International Student Services","International Student Services","English","Musadia, Madinah Road, 53277, Jeddah 21583","","","","","Saudi Arabia","","Individual","","Net prior to arrival","","","","","Yes","","","","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Team, ULearn","30/05/2019","","10/05/2022"
"","Ireland Celtic Travel","Ireland Celtic Travel","English","I.C.T.(Ireland Celtic Travel) Co. Ltd.","2-12-45 Takanawa, Minato-ku,","108-0074","Tokyo,","","Japan",81364504081,"Travel agent","","Net prior to arrival","","","noriko@ict-jc.co.jp","7. Inactive","Yes","Noriko","Okada","noriko@ict-jc.co.jp","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Ireland Ryugaku Club","Ireland Ryugaku","English","11F 9-14 Nihonbashi Yokoyamacho Chuo-ku,","","103-0003","Tokyo","","Japan","+81-3-3249-1440","Travel agent","€","Net prior to arrival","","","http://www.ryugakuclub.com/","3. Gone Quiet","Yes","Yuko","Shibata","ireland@ryugakuclub.com","25% All Courses","","","Gill, Paul","15/05/2017","","10/05/2022"
"","Irlanda en Espanol","Irlanda en Espanol","English","20 Penrose street,","","","Dublin 4","","Spain","","Travel agent","","Net prior to arrival","","","www.irlandaenespanol.com","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Irlanda en Familia","Irlanda en Familia","English","","","","","","Spain","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","ISS Ryugakulife","ISS","English","STEC JOHO Bldg B2F1-24-1","Nishishinjuku Shinjuku -Ku","160-0023","Tokio","","","+81 3 6804 5101","Travel agent","€","Net prior to arrival","","","https://www.iss-ryugakulife.com/","New agents 2020","Yes","Honami","Suzuki","hsuzuki@iss-ryugaku.co.jp","20% All Courses","Partner Pay Terms - Course & Accomm","","Team, ULearn","04/05/2022","","10/05/2022"
"","It's Uhak","It's Uhak","English","4F Bohyun BD 11, Gangnam-daero 94-gil,","Gangnam-gu","","Seoul","","South Korea","+82 (0)2 584 8222","Travel agent","","Net prior to arrival","","","itsuhak.com","7. Inactive","Yes","Hye Yeon","Kim","london@itsuhak.com","25% All Courses","","","Gill, Paul","02/11/2017","","10/05/2022"
"","Iuliia Riabinina","Iuliia","English","Apraksin ave 15-10","","","Saint Peterbourg","","Russia","","Travel agent","€","Net prior to arrival","","","","6. Inactive Propect","Yes","Iuliia","Riabinina","iullia@learnindublin.ru","25% All Courses","","","Team, ULearn","21/08/2017","","10/05/2022"
"","Jap Studies","Jap Studies","English","Premier House","11 Marlborough Place","BN1 1UB","Brighton","","Brazil","","Travel agent","","Net prior to arrival","","","www.japstudies.com .","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Japan Ireland Adventures","JIA","English","4 Parc Na Silla Rise","Loughlinstown","","Dublin 18","","","+353 1 254 2130","Travel agent","€","Net prior to arrival","","","","New agents 2020","Yes","Hitomi","Kurokawa","info@japanirelandadventures.com","","","","Team, Accounts","02/09/2020","","10/05/2022"
"","Japan Ireland Travel","Japan Ireland Travel","English","7 Herbert Street","","","Dublin","","Japan","+353 (0)1-6787008","Travel agent","€","Net prior to arrival","","","","6. Inactive Propect","Yes","Darina","Slattery-Nakagawa","darina@japanirelandtravel.ie","25% All Courses","","","Team, Partners","17/06/2016","","10/05/2022"
"","Japanese Support in Dublin JSD","Japanese Support in Dublin JSD","English","","","","","","Japan","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Kaori","Tsuneyoshi","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Javier Vasquez","Javier Vasquez","English","","","","","","Venezuela","","Individual","","Net prior to arrival","","","","7. Inactive","Yes","Javier","Vazquez","fn1310@hotmail.com","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Jiangliuer Study Abroad Service","Jiangliuer","English","Room 914, No.844 Xiamu Road","Siming District","","Xiamen City","","China","+353 083 317 3772","Travel agent","€","Net prior to arrival","","","","","Yes","Chen","Wentao","1933930720cwt@gmail.com","22.5% All Courses","","","Team, Partners","31/03/2025","","31/03/2025"
"","joanna.dubi@free.fr","Joanna Dubi","English","","","","","","France","","Individual","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","JOMA Student Experience","JOMA","English","ORIENTE 247 A 50 SIN NUMERO AGRICOLA ORIENTAL IZTACALCO DISTRITO FEDERAL","",08500,"","","",+3530833354548,"Travel agent","€","Net prior to arrival","","","https://jomastudentexperience.com/","New agents 2020","Yes","Mariajosé","Hernández Muratalla","info@jomastudentexperience.com","20% All Courses","","","Team, ULearn","07/04/2022","","10/05/2022"
"","Josman & Cleyber","Josman & Cleyber","English","","","","","","Venezuela","","Individual","","Net prior to arrival","","","","7. Inactive","Yes","Josman","Molina","josman.molina@gmail.com","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","JST group","JST group","English","","","","","","","","Individual","€","Net prior to arrival","","","https://www.jstgroup.com/","New agents 2020","Yes","Katsu","Wanibe","k.wanibe@jstgroup.com","20% All Courses","Partner Pay Terms - Course & Accomm","","Team, ULearn","28/01/2020","","10/05/2022"
"","Julianne Studio","Julianne Studio","English","","","","","","Taiwan","","Travel agent","€","Net prior to arrival","","","http://ca.wp.julianne-studio.com/","6. Inactive Propect","Yes","Monica","Hsu","monica@julianne-studio.com","25% All Courses","","","Team, Partners","27/02/2018","","10/05/2022"
"","Kalut Viagens e Turismo","Kalut Viagens e Turismo","English","Rua Benjamin Constant - no 4-17","","","Sao Paulo","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Kanada Yurtd Eitim Ofisi","Kanada Yurtd Eitim Ofisi","English","","","","","","",+902162506749,"","","Net prior to arrival","","","https://www.kanadayurtdisiegitimofisi.com.tr/","","Yes","Deniz","AYGÜL","deniz@kanadayurtdisiegitimofisi.com.tr","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Team, ULearn","19/07/2019","","10/05/2022"
"","Kate Detkin Agency","Kate Detkin","English","","","","","","Russia","","Individual","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Kells College","Kells College","English","","","","","","Spain","","Foreign School","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Key Foreign Education Consultancy","KeyDil","English","Sögütlüçesme Caddesi, No : 74 Kat : 3 Daire : 79","Kadiköy","","Istanbul","","Turkey",+902163491753,"Travel agent","","Net prior to arrival","","","http://www.keydil.com/","7. Inactive","Yes","Salih","Sidar","sidar@keydil.com","25% All Courses","","","Gill, Paul","21/12/2017","","10/05/2022"
"","Kieron Dunster","Kieron Dunster","English","","","","","","Spain","","Individual","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Korkut Mirzai","Korkut Mirzai","English","Flat 6 100 West Way","","","Oxford","","United Kingdom",+447463750168,"Individual","€","Net prior to arrival","","","","New agents 2020","Yes","Korkut","Mirzai","krktmirzai@gmail.com","22% All Courses","","","Team, Partners","24/07/2024","","24/07/2024"
"","KOWH","KOWH","English","","","","","","South Korea","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Kukabara Agency s.r.o.","Kukabara","English","Kozí 684/8","602 00 Brno / CZ024 83 441","","","","Czech Republic","","Travel agent","","Net prior to arrival","","","http://www.kukabara.cz","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Kutay Kutlu Educational Consulting and Guidance","Kutay","English","Kutay Kutlu Educational Consulting and Guidance","","","Balbey Nbr. Ismetpasa Str. Gocer Block No. 100","Muratpasa ANTALYA","Turkey","","Travel agent","","Net prior to arrival","","","www.kutaykutlu.com","","Yes","Kutay","Kutlu","info@kutaykutlu.com","25% All Courses","","","Team, ULearn","09/08/2018","","10/05/2022"
"","LA TRAVELIA","LA TRAVELIA","English","858 Sk. No:4/63 Konak","","","Izmir","","Turkey",+905542680012,"Travel agent","","Net prior to arrival","","","http://www.latravelia.com/","","Yes","Timur","Ozcingirak","timur@latravelia.com","25% All Courses","","","Team, ULearn","07/12/2018","","10/05/2022"
"","Langpedia Ablogg","Langpedia","English","Gotanda Sun Heights #911,","1-26-2 Nishigotanda, Shinagawa-ku,","141-0031","Tokyo","","Japan","","Travel agent","€","Net prior to arrival","","","https://ablogg.jp/","2. Active Engaged","Yes","Maiko","Yokaichiya","maiko@langpedia.jp","30% All Courses","","","Gill, Paul","27/06/2017","","23/02/2023"
"","Langua","Langua","English","","","","","","Saudi Arabia","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Language Academy","Language Academy","English","","","","","","Italy","","Foreign School","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Language Contacts","Language Contact","English","114 – 116 Pearse Street,","","Dublin 2","Dublin","","Spain","089 461 6561","Website","€","Net prior to arrival","","","https://www.languagecontacts.com/","3. Gone Quiet","Yes","David","Perera","info@languagecontacts.com","25% All Courses","","","Gill, Paul","01/03/2017","","10/05/2022"
"","Language International","Language International","English","222 Third Street Cambridge,","","","2142 Boston","MA","United States","617 401 8192","Website","","Net prior to arrival","","","http://www.languageinternational.com","","Yes","Evan","Negele","admissions@languageinternational.com","25% All Courses","","","Gill, Paul","17/06/2016","","15/11/2023"
"","Language School Bookings","Language School Bookings","English","Suit 332, The Capel Building,","Mary's Abbey","","Dublin 7,","","Ireland","353 (0)1 443 4037","Website","","Net prior to arrival","","","LanguageBookings.com","7. Inactive","Yes","Esteban","Di Falco","info@languagebookings.com","20% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Language4you","Language4you","English","","","","","","Spain","0034 958 53 62 59","Website","","Net prior to arrival","","","","7. Inactive","Yes","Matias","Pelaez-Martinez","info@language4you.com","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","LanguageCourse S.L.","LanguageCourse","English","LanguageCourse S.L.","","","808010 Barcelona","Carrer de Casp 17","Spain","","Website","","Net prior to arrival","","","","","Yes","madly","Simba","support-fr@languagecourse.net","32.5% All courses","","","Team, ULearn","10/12/2018","","08/05/2024"
"","Last Resort","Last","English","Last Resort Ireland Limited","Last Resort Corporation 10F Tennozu BayTower 2-3-12 Higashi Shinagawa, Shinagawa-ku","140-0002","Tokyo","","Japan","+353 01 5511594","Travel agent","€","Net prior to arrival","","","","2. Active Engaged","Yes","Tomoko","Kume","dublin@lastresort.co.jp","25% All Courses","","","Team, ULearn","14/11/2017","","10/09/2025"
"","LC Canada","LC Canada","English","Av. Principal de San Luis, Torre Mayupán. Piso 4, ofic.","44. Urb. San Luis, El Cafetal. Municipio Baruta.",1060,"Caracas,","","Venezuela","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Astrid","Villarroel","astrid@lccanada.com","25% All Courses","","","Team, Partners","23/08/2016","","10/05/2022"
"","Learn Languages Abroad","Learn Languages Abroad","English","","","","","","Italy","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Legacy Academic Taiwan","Legacy Taiwan","English","6F., No. 17, Huaining St.,","Zhongzheng Dist.","","Taipei City 100","","Taiwan","","Travel agent","","Net prior to arrival","","","http://www.legacy-academic.com/","","Yes","","","","","","","Gill, Paul","04/01/2017","","10/05/2022"
"","LENFEX S.L.","LENFEX S.L.","English","","","","","","Spain","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Let Me Go Intercambio","LMG - Intercambio","English","1748 SALA 2103/57","CIDADE MONCOES","04571-000","SAO PAULO","","Brazil","","","€","Net prior to arrival","","","","2. Active Engaged","Yes","","","","22.5% All Courses","","","Team, Partners","22/05/2025","","22/05/2025"
"","Level up Agencia","Level up Agencia","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Level Up Studies Mongolia","Level Up","English","#1003, Level 10, Daco business center","","","Khoroolol 3, Khoroo 13 Bayangol district","Ulaanbaatar","Mongolia","+976 70150017","Travel agent","","Net prior to arrival","","","","","Yes","Bayarsaikhan","Gerel","bayaraa@levelupstudies.com","25% All Courses","","","Team, ULearn","01/06/2018","","10/05/2022"
"","Levins Discovery","Levins Discovery","English","","","","","","United Kingdom","+44 7415512515","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Olga","levins","olevins@hotmail.co.uk","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Liaoning Huanxing Economic & Trade Cultrue & Education Co., Ltd.","Liaoning Huanxing","English","19F, Dongyu Buidling, No. 2 South Heping Street,","Heping District",110001,"Shenyang","Liaoning","China","+86 24 23251177","Travel agent","€","Net prior to arrival","","","","2. Active Engaged","Yes","Yujian (Jessica)","Sun","ben@sas-ben.com","27.5% Courses","","","Gill, Paul","16/10/2018","","10/05/2022"
"","LiffeyJinStudy","LiffeyJin","English","356 South Circular Road","","","Dublin","","South Korea","+353 87 2119 531","Travel agent","€","Net prior to arrival","","","","2. Active Engaged","Yes","Jin","Lim","liffeyireland.jin@gmail.com","25% All Courses","","","Gill, Paul","30/05/2017","","10/05/2022"
"","LingoSpy","LingoSpy","English","","","","","","South Korea","","Website","","Net prior to arrival","","","www.lingospy.com","1. VIP","Yes","Jiwon","Kim","admin@lingospy.com","25% All Courses","","","Gill, Paul","01/02/2018","","10/05/2022"
"","Lingua Azul Intercambio","Lingua Azul Intercambio","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","http://www.linguaazul.com/","3. Gone Quiet","Yes","","","","22% All Courses","","","Team, Partners","17/06/2016","","10/05/2022"
"","Lingua Learn English","Lingua Learn English","English","Passatge Permanyer 17, Barcelona","","","Barcelona","","Spain","","Travel agent","€","Gross at school","€200 DEPOSIT PAID TO LINGUA IN ADVANCE","","http://www.linguabarcelona.com","5. Old VIP (Nurture)","Yes","","","","Lingua Learn English","","","Gill, Paul","17/06/2016","","10/05/2022"
"","LinguaTrip","LinguaTrip Russia","English","Lingua Trip,","611 Gateway Blvd",94080,"South San Francisco","CA","United States","","Travel agent","€","Net prior to arrival","","","linguatrip.com","1. VIP","Yes","Alexei","Gorulev","b2b@linguatrip.com","25% All Courses","Partner Pay Terms - LinguaTrip","ULearn Cancellation Policy 2018","Team, Partners","03/08/2016","","10/02/2023"
"","Lingue Mirlis Language School","Lingue Mirlis Language School","English","Viale Guglielmo Marconi,","","112 00146 -","Rome,","","Italy","","Foreign School","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Link Study","Link Study","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","LivreMente Intercâmbio","LivreMente","English","313 Victor Meirelles Street","","","","","",+5549988340563,"Travel agent","€","Net prior to arrival","","","","New agents 2020","Yes","Stela","Debastiani","adm@livremente.net.br","22% All Courses","","","Team, Partners","18/09/2024","","18/09/2024"
"","London Connexion","London Connexion","English","Rua Visconde de Taunay,","119 Vila Arens Jundiaí -","","SP","","Brazil","","Travel agent","","Net prior to arrival","","","www.londonconnexion.com.br","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Lookal Turismo","Lookal Turismo","English","Av. Presidente Vargas, 650","Itapevi –","CJ 81","SP","","Brazil","","Travel agent","","Net prior to arrival","","","www.lookal.com.br","3. Gone Quiet","Yes","","","","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Lori Edu","Lori Edu","English","LORI Education Service #1140","21Century Bldg. Daeyeon3-Dong Nam-Gu,","608-743","Busan","","South Korea","+82 51 610 1253","Travel agent","","Net prior to arrival","","","www.lori.co.kr www.irelandedu.kr","1. VIP","Yes","Chang-Woo","Je","loriedu@gmail.com","30% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Main Point Colombia","Main Point Colombia","English","","","","","","Colombia","57(1) 474 53 86","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Claudia","Romero Jones","claujones05@hotmail.com","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","maltamalta.com","maltamalta","English","3-7-1 Ocean Gate 8F Minatomirai Nishi-ku","","","Yokohama  Kanagawa","","Japan","+81 90 9382 2430","Website","€","Net prior to arrival","","","maltamalta.com","New agents 2020","Yes","Miki","Shoji","miki@maltamalta.com","22% All Courses","","","Team, Partners","30/10/2024","","30/10/2024"
"","Mango Intercambios","Mango Intercambios","English","Av. Lavapés, 212 - sala 702","","","Cuiaba","MT","Brazil","+55 (65) 4052-9462","Travel agent","€","Net prior to arrival","","","","7. Inactive","Yes","Poliana","Ojeda","contato@mangointercambios.com.br","22% All Courses","","","Team, ULearn","17/06/2016","","10/05/2022"
